Id,Date,TotalSteps,Calories,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,DayOfWeek,Month,MonthName,TotalActiveMinutes,TotalActiveDistance,ActivityLevel,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SleepHours,TimeInBedHours,SleepEfficiencyPct,SleepCategory,AverageHeartRate,MinimumHeartRate,MaximumHeartRate,HeartRateReadings,WeightKg,BMI,Fat,HourlyCalories,HourlySteps,HourlyIntensity,AverageHourlyIntensity,StepsPerActiveMinute,CaloriesPer1000Steps,ActiveMinutePct,SleepSufficient,IsWeekend
1503960366,2016-04-12,13162,1985,8.5,8.5,0.0,25,13,328,728,1.87999999523163,0.550000011920929,6.05999994277954,0.0,Tuesday,4,April,366,8.489999949932098,High Activity,1.0,327.0,346.0,5.45,5.77,94.51,Short Sleep,,,,,,,,1988.0,13158.0,429.0,0.29791666666666666,35.96174863387978,150.81294636073545,25.416666666666664,False,False
1503960366,2016-04-13,10735,1797,6.96999979019165,6.96999979019165,0.0,21,19,217,776,1.57000005245209,0.689999997615814,4.71000003814697,0.0,Wednesday,4,April,257,6.970000088214874,High Activity,2.0,384.0,407.0,6.4,6.78,94.35,Short Sleep,,,,,,,,1798.0,10735.0,318.0,0.220833375,41.7704280155642,167.3963670237541,17.84722222222222,False,False
1503960366,2016-04-14,10460,1776,6.73999977111816,6.73999977111816,0.0,30,11,181,1218,2.44000005722046,0.400000005960464,3.91000008583069,0.0,Thursday,4,April,222,6.750000149011614,High Activity,,,,,,,,,,,,,,,1776.0,10460.0,293.0,0.20347225,47.11711711711712,169.78967495219885,15.416666666666668,False,False
1503960366,2016-04-15,9762,1745,6.28000020980835,6.28000020980835,0.0,29,34,209,726,2.14000010490417,1.25999999046326,2.82999992370605,0.0,Friday,4,April,272,6.230000019073479,High Activity,1.0,412.0,442.0,6.87,7.37,93.21,Short Sleep,,,,,,,,1745.0,9685.0,364.0,0.25277770833333335,35.88970588235294,178.75435361606228,18.88888888888889,False,False
1503960366,2016-04-16,12669,1863,8.15999984741211,8.15999984741211,0.0,36,10,221,773,2.71000003814697,0.409999996423721,5.03999996185303,0.0,Saturday,4,April,267,8.159999996423721,High Activity,2.0,340.0,367.0,5.67,6.12,92.64,Short Sleep,,,,,,,,1866.0,12669.0,349.0,0.24236112499999998,47.449438202247194,147.05185886810324,18.541666666666668,False,True
1503960366,2016-04-17,9705,1728,6.48000001907349,6.48000001907349,0.0,38,20,164,539,3.19000005722046,0.779999971389771,2.50999999046326,0.0,Sunday,4,April,222,6.480000019073491,High Activity,1.0,700.0,712.0,11.67,11.87,98.31,Long Sleep,,,,,,,,1730.0,9705.0,318.0,0.22083333333333333,43.71621621621622,178.05255023183926,15.416666666666668,True,True
1503960366,2016-04-18,13019,1921,8.59000015258789,8.59000015258789,0.0,42,16,233,1149,3.25,0.639999985694885,4.71000003814697,0.0,Monday,4,April,291,8.600000023841854,High Activity,,,,,,,,,,,,,,,1920.0,13019.0,391.0,0.27152775,44.738831615120276,147.55357554343652,20.208333333333332,False,False
1503960366,2016-04-19,15506,2035,9.88000011444092,9.88000011444092,0.0,50,31,264,775,3.52999997138977,1.32000005245209,5.03000020980835,0.0,Tuesday,4,April,345,9.88000023365021,High Activity,1.0,304.0,320.0,5.07,5.33,95.0,Short Sleep,,,,,,,,2034.0,15506.0,476.0,0.3305556666666667,44.94492753623189,131.23952018573456,23.958333333333336,False,False
1503960366,2016-04-20,10544,1786,6.67999982833862,6.67999982833862,0.0,28,12,205,818,1.96000003814697,0.479999989271164,4.23999977111816,0.0,Wednesday,4,April,245,6.6799997985362936,High Activity,1.0,360.0,377.0,6.0,6.28,95.49,Short Sleep,,,,,,,,1785.0,10544.0,313.0,0.21736104166666667,43.03673469387755,169.3854324734446,17.01388888888889,False,False
1503960366,2016-04-21,9819,1775,6.34000015258789,6.34000015258789,0.0,19,8,211,838,1.3400000333786,0.349999994039536,4.65000009536743,0.0,Thursday,4,April,238,6.340000122785566,High Activity,1.0,325.0,364.0,5.42,6.07,89.29,Short Sleep,,,,,,,,1777.0,9819.0,284.0,0.197222125,41.2563025210084,180.7719727059782,16.52777777777778,False,False
1503960366,2016-04-22,12764,1827,8.13000011444092,8.13000011444092,0.0,66,27,130,1217,4.76000022888184,1.12000000476837,2.24000000953674,0.0,Friday,4,April,223,8.12000024318695,High Activity,,,,,,,,,,,,,,,1825.0,12764.0,382.0,0.2652778333333333,57.237668161434975,143.1369476653087,15.48611111111111,False,False
1503960366,2016-04-23,14371,1949,9.03999996185303,9.03999996185303,0.0,41,21,262,732,2.80999994277954,0.870000004768372,5.3600001335144,0.0,Saturday,4,April,324,9.040000081062312,High Activity,1.0,361.0,384.0,6.02,6.4,94.01,Short Sleep,,,,,,,,1948.0,14371.0,427.0,0.29652775000000003,44.35493827160494,135.62034653120867,22.5,False,True
1503960366,2016-04-24,10039,1788,6.40999984741211,6.40999984741211,0.0,39,5,238,709,2.92000007629395,0.209999993443489,3.27999997138977,0.0,Sunday,4,April,282,6.410000041127209,High Activity,1.0,430.0,449.0,7.17,7.48,95.77,Recommended Range,,,,,,,,1790.0,10039.0,365.0,0.25347225,35.59929078014184,178.10538898296645,19.583333333333332,True,True
1503960366,2016-04-25,15355,2013,9.80000019073486,9.80000019073486,0.0,73,14,216,814,5.28999996185303,0.569999992847443,3.94000005722046,0.0,Monday,4,April,303,9.800000011920933,High Activity,1.0,277.0,323.0,4.62,5.38,85.76,Very Short Sleep,,,,,,,,2010.0,15355.0,463.0,0.3215277916666667,50.67656765676568,131.09736242266362,21.041666666666668,False,False
1503960366,2016-04-26,13755,1970,8.78999996185303,8.78999996185303,0.0,31,23,279,833,2.32999992370605,0.920000016689301,5.53999996185303,0.0,Tuesday,4,April,333,8.78999990224838,High Activity,1.0,245.0,274.0,4.08,4.57,89.42,Very Short Sleep,,,,,,,,1973.0,13755.0,418.0,0.2902777916666667,41.306306306306304,143.22064703744093,23.125,False,False
1503960366,2016-04-27,18134,2159,12.210000038147,12.210000038147,0.0,78,11,243,1108,6.40000009536743,0.409999996423721,5.40999984741211,0.0,Wednesday,4,April,332,12.219999939203262,High Activity,,,,,,,,,,,,,,,2159.0,18125.0,499.0,0.34652779166666664,54.62048192771084,119.05812286313002,23.055555555555557,False,False
1503960366,2016-04-28,13154,1898,8.52999973297119,8.52999973297119,0.0,48,28,189,782,3.53999996185303,1.1599999666214,3.78999996185303,0.0,Thursday,4,April,265,8.48999989032746,High Activity,1.0,366.0,393.0,6.1,6.55,93.13,Short Sleep,,,,,,,,1901.0,13091.0,389.0,0.270138875,49.637735849056604,144.29071005017485,18.40277777777778,False,False
1503960366,2016-04-29,11181,1837,7.15000009536743,7.15000009536743,0.0,16,12,243,815,1.05999994277954,0.5,5.57999992370605,0.0,Friday,4,April,271,7.13999986648559,High Activity,1.0,341.0,354.0,5.68,5.9,96.33,Short Sleep,,,,,,,,1839.0,11181.0,315.0,0.21875,41.25830258302583,164.296574546105,18.819444444444443,False,False
1503960366,2016-04-30,14673,1947,9.25,9.25,0.0,52,34,217,712,3.55999994277954,1.41999995708466,4.26999998092651,0.0,Saturday,4,April,303,9.24999988079071,High Activity,1.0,404.0,425.0,6.73,7.08,95.06,Short Sleep,,,,,,,,1947.0,14673.0,441.0,0.30625004166666664,48.42574257425743,132.6927008791658,21.041666666666668,False,True
1503960366,2016-05-01,10602,1820,6.80999994277954,6.80999994277954,0.0,33,35,246,730,2.28999996185303,1.60000002384186,2.92000007629395,0.0,Sunday,5,May,314,6.8100000619888394,High Activity,1.0,369.0,396.0,6.15,6.6,93.18,Short Sleep,,,,,,,,1828.0,10602.0,415.0,0.28819445833333335,33.76433121019108,171.66572344840597,21.805555555555557,False,True
1503960366,2016-05-02,14727,2004,9.71000003814697,9.71000003814697,0.0,41,15,277,798,3.21000003814697,0.569999992847443,5.92000007629395,0.0,Monday,5,May,333,9.700000107288362,High Activity,1.0,277.0,309.0,4.62,5.15,89.64,Very Short Sleep,,,,,,,,2016.0,14710.0,430.0,0.2986112083333333,44.22522522522522,136.0765940110002,23.125,False,False
